"natmass","age","sex","sei10","region","polviews","age_cent","obs_num","About right.x","Too little.x","Too much.x","preds","About right.y","Too little.y","Too much.y"
"Too much",63,"Male",32,"W. nor. central","Conservative",14,2012,-0.500830352127371,-0.238526250974813,0.739356603102184,"About right",0.500830352127371,0.238526250974813,0.260643396897816
"About right",21,"Male",52.9,"W. nor. central","Slightly liberal",-28,2013,0.484729844232339,-0.418581072369478,-0.0661487718628608,"About right",0.515270155767661,0.418581072369478,0.0661487718628608
"Too little",33,"Male",81.6,"W. nor. central","Moderate",-16,2014,-0.533821470805624,0.59443058702014,-0.0606091162145156,"About right",0.533821470805624,0.40556941297986,0.0606091162145156
"About right",22,"Female",20.1,"W. sou. central","Moderate",-27,2015,0.273892435987803,-0.238294815588471,-0.0355976203993325,"About right",0.726107564012197,0.238294815588471,0.0355976203993325
"About right",32,"Male",18.6,"W. sou. central","Moderate",-17,2016,0.344935431126101,-0.280723303815796,-0.0642121273103052,"About right",0.655064568873899,0.280723303815796,0.0642121273103052
"About right",57,"Male",99.9,"W. sou. central","Extrmly conservative",8,2017,0.357565244098554,-0.299296733196374,-0.0582685109021797,"About right",0.642434755901446,0.299296733196374,0.0582685109021797
"Too little",55,"Female",12.6,"W. sou. central","Moderate",6,2018,-0.683453290513075,0.741341221574179,-0.0578879310611036,"About right",0.683453290513075,0.258658778425821,0.0578879310611036
"About right",21,"Female",13.6,"W. sou. central","Moderate",-28,2019,0.265272704639192,-0.227392455267796,-0.037880249371396,"About right",0.734727295360808,0.227392455267796,0.037880249371396
"About right",18,"Male",17.5,"W. sou. central","Extrmly conservative",-31,2020,0.23444380681624,-0.14424206316068,-0.0902017436555599,"About right",0.76555619318376,0.14424206316068,0.0902017436555599
"Too little",39,"Male",34.6,"W. sou. central","Extrmly conservative",-10,2021,-0.724436719703185,0.821679348453573,-0.0972426287503877,"About right",0.724436719703185,0.178320651546427,0.0972426287503877
"Too little",27,"Male",65.3,"W. sou. central","Conservative",-22,2022,-0.634613589531904,0.700918559561223,-0.0663049700293196,"About right",0.634613589531904,0.299081440438777,0.0663049700293196
"Too little",29,"Male",32,"W. sou. central","Slightly liberal",-20,2023,-0.567119984239743,0.614152945034757,-0.0470329607950141,"About right",0.567119984239743,0.385847054965243,0.0470329607950141
"Too little",70,"Female",57.8,"W. sou. central","Conservative",21,2024,-0.630101635687354,0.706970701113671,-0.0768690654263168,"About right",0.630101635687354,0.293029298886329,0.0768690654263168
"About right",41,"Female",99.9,"W. sou. central","Extrmly conservative",-8,2025,0.276388178188542,-0.245811214676006,-0.0305769635125352,"About right",0.723611821811458,0.245811214676006,0.0305769635125352
"Too little",40,"Male",68.6,"W. sou. central","Slghtly conservative",-9,2026,-0.560987642881224,0.610531630971367,-0.0495439880901426,"About right",0.560987642881224,0.389468369028633,0.0495439880901426
"About right",20,"Female",19.7,"W. sou. central","Extrmly conservative",-29,2027,0.184146579667669,-0.127460066452582,-0.0566865132150873,"About right",0.815853420332331,0.127460066452582,0.0566865132150873
"About right",27,"Male",23.8,"W. sou. central","Slightly liberal",-22,2028,0.417395997997079,-0.366451448467342,-0.0509445495297365,"About right",0.582604002002921,0.366451448467342,0.0509445495297365
"Too little",53,"Female",12.6,"W. sou. central","Extrmly conservative",4,2029,-0.769047512285688,0.860997553131812,-0.0919500408461246,"About right",0.769047512285688,0.139002446868188,0.0919500408461246
"Too much",49,"Female",12.6,"W. sou. central","Slghtly conservative",0,2030,-0.676417267876721,-0.254110981848822,0.930528249725543,"About right",0.676417267876721,0.254110981848822,0.069471750274457
"About right",49,"Male",41,"W. sou. central","Moderate",0,2031,0.401260221994538,-0.341358761583205,-0.0599014604113332,"About right",0.598739778005462,0.341358761583205,0.0599014604113332
"Too little",48,"Male",50,"W. sou. central","Slightly liberal",-1,2032,-0.50623350131859,0.552299528572262,-0.0460660272536727,"About right",0.50623350131859,0.447700471427738,0.0460660272536727
"About right",23,"Female",0,"W. sou. central","Moderate",-26,2033,0.25455606564394,-0.209278552046229,-0.045277513597711,"About right",0.74544393435606,0.209278552046229,0.045277513597711
"About right",61,"Male",49.6,"W. sou. central","Conservative",12,2034,0.415367993751959,-0.2992185679306,-0.116149425821359,"About right",0.584632006248041,0.2992185679306,0.116149425821359
"About right",77,"Female",0,"W. sou. central","Extrmly conservative",28,2035,0.27552423595157,-0.13710732102457,-0.138416914927,"About right",0.72447576404843,0.13710732102457,0.138416914927
"About right",44,"Female",20.1,"W. sou. central","Extremely liberal",-5,2036,0.529020680481231,-0.466605209521407,-0.0624154709598241,"About right",0.470979319518769,0.466605209521407,0.0624154709598241
"About right",60,"Female",20.7,"W. sou. central","Extremely liberal",11,2037,0.558335820980419,-0.485186066833573,-0.0731497541468455,"Too little",0.441664179019581,0.485186066833573,0.0731497541468455
"Too much",51,"Female",13.3,"W. sou. central","Extremely liberal",2,2038,-0.4682073473416,-0.45840846740404,0.92661581474564,"About right",0.4682073473416,0.45840846740404,0.0733841852543603
"Too little",52,"Female",38.8,"W. sou. central","Conservative",3,2039,-0.679811100796485,0.757250275375621,-0.0774391745791356,"About right",0.679811100796485,0.242749724624379,0.0774391745791356
"About right",58,"Female",84.2,"W. sou. central","Slghtly conservative",9,2040,0.433464195094701,-0.40099825482015,-0.0324659402745515,"About right",0.566535804905299,0.40099825482015,0.0324659402745515
"Too little",56,"Male",14,"W. sou. central","Moderate",7,2041,-0.616028914705409,0.705141680847693,-0.0891127661422848,"About right",0.616028914705409,0.294858319152307,0.0891127661422848
"About right",43,"Male",31.6,"W. sou. central","Conservative",-6,2042,0.367026068120697,-0.250765701047293,-0.116260367073404,"About right",0.632973931879303,0.250765701047293,0.116260367073404
"Too little",41,"Female",84.2,"W. sou. central","Conservative",-8,2043,-0.647915170217959,0.688057812992171,-0.0401426427742111,"About right",0.647915170217959,0.311942187007829,0.0401426427742111
"About right",42,"Male",43.4,"W. sou. central","Moderate",-7,2044,0.392152464512345,-0.338433394088503,-0.0537190704238424,"About right",0.607847535487655,0.338433394088503,0.0537190704238424
"About right",65,"Male",31.6,"W. sou. central","Moderate",16,2045,0.419029921570218,-0.338791166723984,-0.0802387548462343,"About right",0.580970078429782,0.338791166723984,0.0802387548462343
"Too little",19,"Male",0,"W. sou. central","Moderate",-30,2046,-0.69523616377048,0.763319090441199,-0.0680829266707188,"About right",0.69523616377048,0.236680909558801,0.0680829266707188
"About right",44,"Female",84.2,"W. sou. central","Slghtly conservative",-5,2047,0.410474463925121,-0.382823599905118,-0.0276508640200031,"About right",0.589525536074879,0.382823599905118,0.0276508640200031
"About right",53,"Male",53.9,"W. sou. central","Moderate",4,2048,0.425834758503907,-0.372333659972718,-0.053501098531189,"About right",0.574165241496093,0.372333659972718,0.053501098531189
"About right",33,"Male",36.7,"W. sou. central","Slightly liberal",-16,2049,0.44693147281779,-0.400580644231333,-0.0463508285864573,"About right",0.55306852718221,0.400580644231333,0.0463508285864573
"About right",26,"Female",30.9,"W. sou. central","Moderate",-23,2050,0.292601678778836,-0.259619244171472,-0.0329824346073645,"About right",0.707398321221164,0.259619244171472,0.0329824346073645
"Too much",56,"Female",69.3,"W. sou. central","Slghtly conservative",7,2051,-0.593650696988492,-0.368007453277484,0.961658150265977,"About right",0.593650696988492,0.368007453277484,0.0383418497340234
"Too little",40,"Male",31,"W. sou. central","Conservative",-9,2052,-0.639364440430908,0.752537930008794,-0.113173489577887,"About right",0.639364440430908,0.247462069991206,0.113173489577887
"About right",59,"Male",84.2,"W. sou. central","Slghtly conservative",10,2053,0.496059426879574,-0.446045874358906,-0.0500135525206688,"About right",0.503940573120426,0.446045874358906,0.0500135525206688
"Too little",52,"Female",12.6,"W. sou. central","Extrmly conservative",3,2054,-0.770711551757378,0.861551468536643,-0.0908399167792648,"About right",0.770711551757378,0.138448531463357,0.0908399167792648
"About right",60,"Male",32,"W. sou. central","Extrmly conservative",11,2055,0.315219036996871,-0.187830033951705,-0.127389003045166,"About right",0.684780963003129,0.187830033951705,0.127389003045166
"About right",27,"Male",23.3,"W. sou. central","Conservative",-22,2056,0.330841464691436,-0.224669647134978,-0.106171817556458,"About right",0.669158535308564,0.224669647134978,0.106171817556458
"Too little",70,"Male",69.4,"W. sou. central","Conservative",21,2057,-0.5493595789633,0.651307549461477,-0.101947970498178,"About right",0.5493595789633,0.348692450538523,0.101947970498178
"About right",38,"Female",14.6,"W. sou. central","Moderate",-11,2058,0.291541755799402,-0.245418808104721,-0.0461229476946806,"About right",0.708458244200598,0.245418808104721,0.0461229476946806
"Too little",57,"Male",45.4,"W. sou. central","Extremely liberal",8,2059,-0.351124712883735,0.425517048922915,-0.0743923360391792,"Too little",0.351124712883735,0.574482951077085,0.0743923360391792
"About right",54,"Female",13.6,"W. sou. central","Slightly liberal",5,2060,0.387915300996807,-0.336855165739946,-0.0510601352568605,"About right",0.612084699003193,0.336855165739946,0.0510601352568605
"About right",21,"Female",21.6,"W. sou. central","Moderate",-28,2061,0.274181382330374,-0.23962294554131,-0.0345584367890648,"About right",0.725818617669626,0.23962294554131,0.0345584367890648
"Too little",83,"Male",14,"W. sou. central","Moderate",34,2062,-0.562417740257903,0.682139480200907,-0.119721739943005,"About right",0.562417740257903,0.317860519799093,0.119721739943005
"About right",46,"Female",31.2,"W. sou. central","Slightly liberal",-3,2063,0.399883270118323,-0.362406553554947,-0.0374767165633763,"About right",0.600116729881677,0.362406553554947,0.0374767165633763
"About right",24,"Male",31,"W. sou. central","Moderate",-25,2064,0.345630160378574,-0.295062132151145,-0.0505680282274293,"About right",0.654369839621426,0.295062132151145,0.0505680282274293
"About right",37,"Male",25.2,"W. sou. central","Slghtly conservative",-12,2065,0.379027684178302,-0.298125573569163,-0.0809021106091397,"About right",0.620972315821698,0.298125573569163,0.0809021106091397
"Too much",47,"Female",43.9,"W. sou. central","Moderate",-2,2066,-0.658247787799805,-0.305332306820167,0.963580094619972,"About right",0.658247787799805,0.305332306820167,0.0364199053800279
"About right",24,"Female",28.6,"W. sou. central","Conservative",-25,2067,0.26538688474363,-0.203341866353144,-0.0620450183904866,"About right",0.73461311525637,0.203341866353144,0.0620450183904866
"Too little",66,"Male",28.7,"W. sou. central","Conservative",17,2068,-0.585284863923301,0.739051105665606,-0.153766241742304,"About right",0.585284863923301,0.260948894334394,0.153766241742304
"About right",63,"Female",43,"W. sou. central","Conservative",14,2069,0.343464579223359,-0.259511017644431,-0.083953561578928,"About right",0.656535420776641,0.259511017644431,0.083953561578928
"About right",58,"Male",62,"W. sou. central","Extrmly conservative",9,2070,0.324016640410324,-0.233341974570822,-0.0906746658395026,"About right",0.675983359589676,0.233341974570822,0.0906746658395026
"About right",42,"Female",21.8,"W. sou. central","Slightly liberal",-7,2071,0.379230273189335,-0.339031802248942,-0.0401984709403926,"About right",0.620769726810665,0.339031802248942,0.0401984709403926
"Too little",48,"Male",74.8,"W. sou. central","Liberal",-1,2072,-0.373364949496559,0.401001512745198,-0.0276365632486391,"Too little",0.373364949496559,0.598998487254802,0.0276365632486391
"About right",54,"Female",33.4,"W. sou. central","Moderate",5,2073,0.33897623218936,-0.294099148359692,-0.0448770838296681,"About right",0.66102376781064,0.294099148359692,0.0448770838296681
"About right",65,"Female",0,"W. sou. central","Conservative",16,2074,0.326426554104703,-0.190483409748739,-0.135943144355964,"About right",0.673573445895297,0.190483409748739,0.135943144355964
"Too little",37,"Male",62,"W. sou. central","Slightly liberal",-12,2075,-0.50516165598398,0.540016761372884,-0.0348551053889045,"About right",0.50516165598398,0.459983238627116,0.0348551053889045
"About right",59,"Female",24.2,"W. sou. central","Slightly liberal",10,2076,0.411379316302848,-0.363913325847838,-0.0474659904550105,"About right",0.588620683697152,0.363913325847838,0.0474659904550105
"About right",54,"Male",36.4,"W. sou. central","Slightly liberal",5,2077,0.483401100026619,-0.424757602126441,-0.0586434979001775,"About right",0.516598899973381,0.424757602126441,0.0586434979001775
"About right",35,"Female",52,"W. sou. central","Moderate",-14,2078,0.334638580300333,-0.306033208628602,-0.0286053716717309,"About right",0.665361419699667,0.306033208628602,0.0286053716717309
"About right",29,"Female",80.7,"W. sou. central","Liberal",-20,2079,0.552690851601486,-0.53875569349522,-0.0139351581062657,"Too little",0.447309148398514,0.53875569349522,0.0139351581062657
"Too little",35,"Female",13.6,"W. sou. central","Moderate",-14,2080,-0.714116251717186,0.759099427205397,-0.0449831754882115,"About right",0.714116251717186,0.240900572794603,0.0449831754882115
"About right",68,"Male",18.6,"W. sou. central","Liberal",19,2081,0.569891075198815,-0.49576080897593,-0.0741302662228851,"Too little",0.430108924801185,0.49576080897593,0.0741302662228851
"About right",55,"Male",13.6,"W. sou. central","Moderate",6,2082,0.381702148569094,-0.293180253486992,-0.0885218950821025,"About right",0.618297851430906,0.293180253486992,0.0885218950821025
"About right",57,"Male",45.1,"W. sou. central","Slghtly conservative",8,2083,0.438174326952262,-0.358228197900193,-0.0799461290520691,"About right",0.561825673047738,0.358228197900193,0.0799461290520691
"Too little",78,"Male",85,"W. sou. central","Slightly liberal",29,2084,-0.398449471051522,0.437769793573052,-0.0393203225215296,"Too little",0.398449471051522,0.562230206426948,0.0393203225215296
"Too little",71,"Male",67.7,"W. sou. central","Conservative",22,2085,-0.549028526914139,0.654145980413063,-0.105117453498924,"About right",0.549028526914139,0.345854019586937,0.105117453498924
"About right",64,"Male",77.4,"W. sou. central","Liberal",15,2086,0.655003602487419,-0.623717233548535,-0.0312863689388839,"Too little",0.344996397512581,0.623717233548535,0.0312863689388839
"Too little",57,"Female",99.9,"W. sou. central","Moderate",8,2087,-0.551918026015798,0.572103467524575,-0.0201854415087769,"About right",0.551918026015798,0.427896532475425,0.0201854415087769
"Too little",25,"Female",35.8,"W. sou. central","Moderate",-24,2088,-0.702617697378565,0.733375511218518,-0.0307578138399539,"About right",0.702617697378565,0.266624488781482,0.0307578138399539
"About right",30,"Male",65.3,"Mountain","Liberal",-19,2089,0.627003730303879,-0.585263739438766,-0.0417399908651133,"Too little",0.372996269696121,0.585263739438766,0.0417399908651133
"About right",58,"Female",43,"Mountain","Conservative",9,2090,0.399046493108626,-0.271737507997518,-0.127308985111108,"About right",0.600953506891374,0.271737507997518,0.127308985111108
"About right",76,"Male",67.7,"Mountain","Slghtly conservative",27,2091,0.561435901766334,-0.445032477023423,-0.116403424742911,"Too little",0.438564098233666,0.445032477023423,0.116403424742911
"About right",28,"Female",20.1,"Mountain","Liberal",-21,2092,0.491258351865426,-0.440455126496489,-0.0508032253689369,"About right",0.508741648134574,0.440455126496489,0.0508032253689369
"About right",51,"Male",25.2,"Mountain","Slightly liberal",2,2093,0.520668449644465,-0.416974754034988,-0.103693695609477,"About right",0.479331550355535,0.416974754034988,0.103693695609477
"Too little",35,"Male",84,"Mountain","Slightly liberal",-14,2094,-0.42316064306912,0.463728153350472,-0.0405675102813526,"Too little",0.42316064306912,0.536271846649528,0.0405675102813526
"About right",22,"Female",24.2,"Mountain","Conservative",-27,2095,0.316887006585374,-0.212648528980299,-0.104238477605075,"About right",0.683112993414626,0.212648528980299,0.104238477605075
"About right",25,"Female",82.4,"Mountain","Moderate",-24,2096,0.412164703171305,-0.383358711126225,-0.0288059920450802,"About right",0.587835296828695,0.383358711126225,0.0288059920450802
"Too little",59,"Female",61.4,"Mountain","Slghtly conservative",10,2097,-0.546839503124241,0.617810189199487,-0.0709706860752461,"About right",0.546839503124241,0.382189810800513,0.0709706860752461
"Too much",55,"Female",37.2,"Mountain","Conservative",6,2098,-0.610278860067962,-0.25851284038475,0.868791700452712,"About right",0.610278860067962,0.25851284038475,0.131208299547288
"Too little",84,"Male",55.3,"Mountain","Conservative",35,2099,-0.456082695587901,0.667811474653724,-0.211728779065823,"About right",0.456082695587901,0.332188525346276,0.211728779065823
"Too little",55,"Female",13.6,"Mountain","Moderate",6,2100,-0.625264301934651,0.718574569910248,-0.0933102679755975,"About right",0.625264301934651,0.281425430089752,0.0933102679755975
"Too much",79,"Male",24.8,"Mountain","Slightly liberal",30,2101,-0.424739150108538,-0.437553937436427,0.862293087544965,"Too little",0.424739150108538,0.437553937436427,0.137706912455035
"About right",84,"Female",76.3,"Mountain","Conservative",35,2102,0.477801548008485,-0.362574015747104,-0.115227532261381,"About right",0.522198451991515,0.362574015747104,0.115227532261381
"Too much",65,"Female",84.2,"Mountain","Moderate",16,2103,-0.51767730039645,-0.438158946633865,0.955836247030315,"About right",0.51767730039645,0.438158946633865,0.0441637529696847
"Too much",61,"Male",77.4,"Mountain","Liberal",12,2104,-0.307846440969659,-0.644560924162886,0.952407365132545,"Too little",0.307846440969659,0.644560924162886,0.0475926348674548
"About right",26,"Female",19.6,"Mountain","Slghtly conservative",-23,2105,0.346288199562111,-0.266097058804269,-0.0801911407578417,"About right",0.653711800437889,0.266097058804269,0.0801911407578417
"Too little",57,"Female",50.3,"Mountain","Moderate",8,2106,-0.581595379471692,0.643591921950948,-0.0619965424792559,"About right",0.581595379471692,0.356408078049052,0.0619965424792559
"About right",31,"Female",84.2,"Mountain","Slightly liberal",-18,2107,0.512058355575941,-0.486234117736409,-0.0258242378395314,"About right",0.487941644424059,0.486234117736409,0.0258242378395314
"About right",38,"Male",67.7,"Mountain","Slghtly conservative",-11,2108,0.489077321040656,-0.410343771842466,-0.07873354919819,"About right",0.510922678959344,0.410343771842466,0.07873354919819
"About right",51,"Male",32,"Mountain","Extrmly conservative",2,2109,0.373902561552361,-0.191679296586544,-0.182223264965817,"About right",0.626097438447639,0.191679296586544,0.182223264965817
"About right",55,"Male",71.4,"Mountain","Conservative",6,2110,0.488511908439096,-0.354909125230708,-0.133602783208388,"About right",0.511488091560904,0.354909125230708,0.133602783208388
"Too little",46,"Female",43,"Mountain","Moderate",-3,2111,-0.610555072858385,0.670348731183788,-0.0597936583254032,"About right",0.610555072858385,0.329651268816212,0.0597936583254032
"Too little",80,"Female",52.6,"Mountain","Moderate",31,2112,-0.536476984794669,0.614151942192394,-0.0776749573977256,"About right",0.536476984794669,0.385848057807606,0.0776749573977256
"About right",53,"Male",23.3,"Mountain","Moderate",4,2113,0.451264153828649,-0.327899600478724,-0.123364553349925,"About right",0.548735846171351,0.327899600478724,0.123364553349925
"Too little",31,"Male",13.6,"Mountain","Moderate",-18,2114,-0.601213158117525,0.709869391207489,-0.108656233089964,"About right",0.601213158117525,0.290130608792511,0.108656233089964
"About right",53,"Male",24,"Mountain","Slghtly conservative",4,2115,0.477517726700479,-0.323393006855357,-0.154124719845122,"About right",0.522482273299521,0.323393006855357,0.154124719845122
"About right",24,"Female",25.7,"Mountain","Moderate",-25,2116,0.331099878064955,-0.27430315215834,-0.056796725906615,"About right",0.668900121935045,0.27430315215834,0.056796725906615
"About right",63,"Female",61.4,"Mountain","Liberal",14,2117,0.61658266009351,-0.574690511788822,-0.0418921483046878,"Too little",0.38341733990649,0.574690511788822,0.0418921483046878
"About right",38,"Male",79.4,"Mountain","Slghtly conservative",-11,2118,0.504920308865832,-0.437010144633044,-0.0679101642327882,"About right",0.495079691134168,0.437010144633044,0.0679101642327882
"About right",44,"Male",68.6,"Mountain","Moderate",-5,2119,0.484788868963981,-0.419897423973861,-0.0648914449901195,"About right",0.515211131036019,0.419897423973861,0.0648914449901195
"Too little",54,"Female",39.7,"Mountain","Moderate",5,2120,-0.600336815398472,0.668459648249688,-0.0681228328512161,"About right",0.600336815398472,0.331540351750312,0.0681228328512161
"About right",75,"Male",55.3,"Mountain","Slightly liberal",26,2121,0.60188182758178,-0.511884976485751,-0.0899968510960293,"Too little",0.39811817241822,0.511884976485751,0.0899968510960293
"Too little",52,"Female",70.3,"Mountain","Liberal",3,2122,-0.386018751003176,0.419000044728083,-0.0329812937249072,"Too little",0.386018751003176,0.580999955271917,0.0329812937249072
"Too little",54,"Female",68.6,"Mountain","Conservative",5,2123,-0.589081318694165,0.680438713740518,-0.091357395046353,"About right",0.589081318694165,0.319561286259482,0.091357395046353
"About right",43,"Female",75.5,"Mountain","Conservative",-6,2124,0.397488439989721,-0.322951353657649,-0.0745370863320718,"About right",0.602511560010279,0.322951353657649,0.0745370863320718
"Too little",31,"Male",74.8,"Mountain","Conservative",-18,2125,-0.557294863937829,0.657120765258296,-0.099825901320467,"About right",0.557294863937829,0.342879234741704,0.099825901320467
"About right",48,"Female",38.8,"Mountain","Slghtly conservative",-1,2126,0.405843200222774,-0.323353213244376,-0.082489986978398,"About right",0.594156799777226,0.323353213244376,0.082489986978398
"About right",86,"Male",77.4,"Mountain","Conservative",37,2127,0.558467599998581,-0.389169213924687,-0.169298386073893,"About right",0.441532400001419,0.389169213924687,0.169298386073893
"About right",50,"Female",76.7,"Mountain","Moderate",1,2128,0.444622710113873,-0.40343314937726,-0.0411895607366125,"About right",0.555377289886127,0.40343314937726,0.0411895607366125
"Too little",58,"Female",49.6,"Mountain","Slghtly conservative",9,2129,-0.563262206462729,0.644300974014166,-0.0810387675514374,"About right",0.563262206462729,0.355699025985834,0.0810387675514374
"About right",50,"Female",38.1,"Mountain","Conservative",1,2130,0.379701437513395,-0.256652972011284,-0.123048465502111,"About right",0.620298562486605,0.256652972011284,0.123048465502111
"Too little",62,"Female",76.3,"Mountain","Moderate",13,2131,-0.535338445760922,0.582666893185628,-0.0473284474247066,"About right",0.535338445760922,0.417333106814372,0.0473284474247066
"Too much",60,"Male",68,"Mountain","Conservative",11,2132,-0.503420456229627,-0.350473359114946,0.853893815344574,"About right",0.503420456229627,0.350473359114946,0.146106184655426
"About right",20,"Female",21.8,"Mountain","Moderate",-29,2133,0.320221108702811,-0.263555123399764,-0.0566659853030465,"About right",0.679778891297189,0.263555123399764,0.0566659853030465
"Too little",30,"Female",60.5,"Mountain","Liberal",-19,2134,-0.437967861685325,0.468079379402906,-0.0301115177175806,"Too little",0.437967861685325,0.531920620597094,0.0301115177175806
"About right",35,"Male",37.6,"Mountain","Conservative",-14,2135,0.425818153281194,-0.268140425501535,-0.157677727779659,"About right",0.574181846718806,0.268140425501535,0.157677727779659
"Too little",68,"Male",83.8,"Mountain","Liberal",19,2136,-0.288832957518238,0.335145763332208,-0.0463128058139704,"Too little",0.288832957518238,0.664854236667792,0.0463128058139704
"Too much",60,"Male",20.7,"Mountain","Slghtly conservative",11,2137,-0.508607037081457,-0.320022231632489,0.828629268713945,"About right",0.508607037081457,0.320022231632489,0.171370731286054
"Too little",36,"Female",73.9,"Mountain","Liberal",-13,2138,-0.404898205387173,0.431446125801772,-0.0265479204145982,"Too little",0.404898205387173,0.568553874198228,0.0265479204145982
"Too little",58,"Female",35.8,"Mountain","Extremely liberal",9,2139,-0.371395686577817,0.462934059958882,-0.0915383733810648,"Too little",0.371395686577817,0.537065940041118,0.0915383733810648
"Too little",71,"Female",76.3,"Mountain","Extrmly conservative",22,2140,-0.647475704174792,0.742053615376064,-0.0945779112012726,"About right",0.647475704174792,0.257946384623936,0.0945779112012726
"Too little",22,"Male",32,"Mountain","Conservative",-27,2141,-0.604925352670622,0.750751199568903,-0.145825846898282,"About right",0.604925352670622,0.249248800431097,0.145825846898282
"Too little",59,"Female",28.7,"Mountain","Moderate",10,2142,-0.603463138786509,0.685524528668681,-0.0820613898821717,"About right",0.603463138786509,0.314475471331319,0.0820613898821717
"Too little",37,"Female",52,"Mountain","Conservative",-12,2143,-0.636644311913545,0.727959387838634,-0.0913150759250893,"About right",0.636644311913545,0.272040612161366,0.0913150759250893
"About right",25,"Female",60.1,"Mountain","Moderate",-24,2144,0.377286889219701,-0.339193198423274,-0.0380936907964271,"About right",0.622713110780299,0.339193198423274,0.0380936907964271
"About right",30,"Female",37.6,"Mountain","Moderate",-19,2145,0.355092011451761,-0.302084897340216,-0.0530071141115448,"About right",0.644907988548239,0.302084897340216,0.0530071141115448
"Too little",61,"Male",77.4,"Mountain","Moderate",12,2146,-0.471990035992613,0.541453194519367,-0.0694631585267534,"About right",0.471990035992613,0.458546805480633,0.0694631585267534
"About right",44,"Female",37.6,"Mountain","Slightly liberal",-5,2147,0.457216295195839,-0.402213726625939,-0.0550025685699005,"About right",0.542783704804161,0.402213726625939,0.0550025685699005
"About right",36,"Female",24.2,"Mountain","Slightly liberal",-13,2148,0.424078374377956,-0.364608432622208,-0.0594699417557474,"About right",0.575921625622044,0.364608432622208,0.0594699417557474
"Too little",68,"Female",62.6,"Mountain","Liberal",19,2149,-0.373591316959502,0.416916762139185,-0.0433254451796833,"Too little",0.373591316959502,0.583083237860815,0.0433254451796833
"About right",39,"Female",20.1,"Pacific","Liberal",-10,2150,0.570736123888924,-0.498469316312492,-0.0722668075764323,"Too little",0.429263876111076,0.498469316312492,0.0722668075764323
"About right",46,"Male",31.2,"Pacific","Conservative",-3,2151,0.521119808509975,-0.284845316417755,-0.23627449209222,"About right",0.478880191490025,0.284845316417755,0.23627449209222
"About right",20,"Female",37.6,"Pacific","Moderate",-29,2152,0.39565989953431,-0.333652068150452,-0.0620078313838581,"About right",0.60434010046569,0.333652068150452,0.0620078313838581
"About right",64,"Female",0,"Pacific","Moderate",15,2153,0.448791940188666,-0.294505683271945,-0.154286256916721,"About right",0.551208059811334,0.294505683271945,0.154286256916721
"About right",49,"Male",14,"Pacific","Moderate",0,2154,0.503321270143982,-0.336714939422801,-0.16660633072118,"About right",0.496678729856019,0.336714939422801,0.16660633072118
"Too much",42,"Female",14,"Pacific","Slightly liberal",-7,2155,-0.516081982508909,-0.391348343569319,0.907430326078228,"About right",0.516081982508909,0.391348343569319,0.092569673921772
"About right",53,"Male",23,"Pacific","Conservative",4,2156,0.539792620311615,-0.267481423367335,-0.27231119694428,"About right",0.460207379688385,0.267481423367335,0.27231119694428
"About right",28,"Male",34.7,"Pacific","Liberal",-21,2157,0.633676332438829,-0.555882119337567,-0.0777942131012622,"Too little",0.366323667561171,0.555882119337567,0.0777942131012622
"Too much",68,"Male",14,"Pacific","Moderate",19,2158,-0.454079743726074,-0.346020583586462,0.800100327312536,"About right",0.454079743726074,0.346020583586462,0.199899672687464
"About right",19,"Male",13.6,"Pacific","Moderate",-30,2159,0.438539172811891,-0.315442429148734,-0.123096743663157,"About right",0.561460827188109,0.315442429148734,0.123096743663157
"Too much",52,"Female",57.5,"Pacific","Moderate",3,2160,-0.520157674103698,-0.410631324252528,0.930788998356226,"About right",0.520157674103698,0.410631324252528,0.069211001643774
"Too little",66,"Female",54.6,"Pacific","Moderate",17,2161,-0.498036721610954,0.581371113597413,-0.0833343919864589,"About right",0.498036721610954,0.418628886402587,0.0833343919864589
"Too much",42,"Female",60.3,"Pacific","Slightly liberal",-7,2162,-0.451430084499862,-0.497481708585096,0.948911793084959,"Too little",0.451430084499862,0.497481708585096,0.0510882069150415
"Too much",33,"Male",31.5,"Pacific","Liberal",-16,2163,-0.362258116682886,-0.552433014290339,0.914691130973225,"Too little",0.362258116682886,0.552433014290339,0.085308869026775
"About right",29,"Male",50.4,"Pacific","Moderate",-20,2164,0.494851659777315,-0.406236931537275,-0.0886147282400401,"About right",0.505148340222685,0.406236931537275,0.0886147282400401
"Too little",39,"Female",37.6,"Pacific","Slghtly conservative",-10,2165,-0.550327490230887,0.648242234392177,-0.0979147441612901,"About right",0.550327490230887,0.351757765607823,0.0979147441612901
"Too much",37,"Male",18.6,"Pacific","Moderate",-12,2166,-0.519918352469978,-0.339764110346243,0.85968246281622,"About right",0.519918352469978,0.339764110346243,0.14031753718378
"About right",54,"Male",31.2,"Pacific","Moderate",5,2167,0.525373595660863,-0.38125106756068,-0.144122528100183,"About right",0.474626404339137,0.38125106756068,0.144122528100183
"Too little",22,"Female",19.6,"Pacific","Slightly liberal",-27,2168,-0.546768699413948,0.616444713900686,-0.0696760144867372,"About right",0.546768699413948,0.383555286099314,0.0696760144867372
